Local,Nombre,Precio,Cantidad
Metro,Pastina Tornillo Don Vittorio ,3.90,500g
Metro,Aceite de Oliva Extra Virgen Cuisine & Co Botella ,35.90,1 lt
Metro,Caldo Concentrado Sabor Tocino Doña Gusta Caja ,1.59,42 g
Metro,Filete De Atún En Agua y Sal Metro Lata ,4.90,170 g
Metro,Aceite de Canola Cuisine & Co Botella ,11.90,1 lt
Metro,Durazno En Mitades Metro Lata ,7.90,820 g
Metro,Papas Fritas Crujientes Saladas Inka Chips ,7.50,142g
Metro,Aceite Vegetal Nicolini ,11.29,900ml
Metro,Frijol Red Kidney Cuisine & Co Bolsa ,4.30,500 gr
Metro,Quinua Cuisine & Co Bolsa ,7.20,500 gr
Metro,Arroz Superior Metro Bolsa ,3.10,750 g
Metro,Arroz Integral Metro Bolsa ,19.20,5 Kg
Metro,Pastina Corbata Chica Don Vittorio ,2.15,250g
Metro,Galletas de Maíz Horneadas Sin Gluten Salmas Sanissimo Caja ,10.50,144 g
Metro,Arroz Faraón Extra Añejo Naranja Bolsa ,3.80,750 g
Metro,Arveja Verde Valle Norte Bolsa ,4.29,500 g
Metro,Arroz Extra Metro Bolsa ,3.20,750 g
Metro,Papas al Hilo Villa Natura Bolsa ,6.20,150 g
Metro,Saquillo De Arroz Maxima Contenido ,27.90,10 kg
Metro,Galletas Soda Cuisine & Co Pack 6 unid 40 gr,3.20,Pack
Metro,Garbanzo Maixma Bolsa ,4.80,500 g
Metro,Pallar Maxima Bolsa ,5.95,500 g
Metro,Arveja Partida Maxima Bolsa ,3.20,500 g
Metro,Pasta Codo Rayado Molitalia Bolsa ,1.65,250 g
Metro,Lenteja Baby Paisana Bolsa ,5.19,500 g
Metro,Fideos Farfalle Cuisine & Co Bolsa ,2.70,500 gr
Metro,Fideos Capelli D'Angelo Cuisine & Co Bolsa ,2.70,500 gr
Metro,Spaguetti Nro 5 Cuisine & Co Bolsa ,2.70,500 gr
Metro,Filete Atún en Aceite de Girasol Real Tripack de 80 g c/u,11.00,Pack
Metro,Arroz Extra Paisana Bolsa ,20.70,5 kg
Metro,AMARILLIN X ,9.70,250GR
Metro,Ajo Molido Sibarita Ajo Siba ,9.20,250g
Metro,Esencia de Vainilla Universal Frasco ,2.60,100 ml
Metro,Crema de Leche Nestlé Lata ,7.99,300 g
Metro,Galletas Rellenitas GN Chocolate Paquete ,3.90,288 g
Metro,Cubito Sabor Gallina Maggi ,5.50,25un.
Metro,Harina Preparada Favorita ,5.70,1kg
Metro,Lomos de Atún Campomar en Agua y Sal ,6.30,150g
Metro,Mazamorra Morada en Polvo Royal Bolsa ,3.39,140 g
Metro,Gelatina Universal de Piña Sobre ,3.55,150 g
Metro,Gelatina en Polvo Sabor a Fresa Royal Sobre ,3.59,160 g
Metro,Gelatina Diet Universal Piña Caja ,3.19,19 g
Metro,Gelatina Sabor Fresa Diet Universal ,3.19,19g
Metro,Mezcla para Apanar Ajinomix Ajinomoto Crocante Bolsa ,2.20,96 g
Metro,Orégano Molido Sibarita Pack 6 Unid x 3.5 g,1.99,Pack
Metro,Vinagre Blanco Venturo Botella Plástica ,4.89,600 ml
Metro,Vinagre Blanco Florida Botella Plástica ,2.89,625 ml
Metro,Sazonador Ajinomoto Sobre ,6.00,250 g
Metro,Sazonador Ajinomoto Bolsa ,10.50,500 g
Metro,Ketchup Heinz Doy Pack 397 g,9.40,Pack
Metro,Crema de Ají AlaCena Tarí ,12.70,400g
Metro,Comino Molido Sibarita Sobre ,3.89,6 Unid
Metro,Ají Panquita Sibarita Natural Sobre ,2.20,100 g
Metro,Macaroni & Cheese Kraft Original Caja ,5.80,206 g
Metro,Puré de Papa Knorr Sobre ,4.29,125 g
Metro,Wafers Nik Costa Vainilla Pack 6un,3.50,Pack
Metro,Sixpack Galletas Saladas Club Social Sabor Original 26g,3.80,Pack
Metro,Sixpack Galletas Tentación Sabor Vainilla 47g,4.10,Pack
Metro,Sixpack Galletas Glacitas Toffee 32g,4.70,Pack
Metro,Sixpack Wafer Sublime Power 25g,5.20,Pack
Metro,Galletas Agua Light Costa Pack 6un x 44g,3.70,Pack
Metro,Galletas Soda Light Costa Pack 6un x 42g,3.70,Pack
Metro,Wafer Cua Cua Mini Field Bolsa ,1.50,42 g
Metro,Galletas Saladas Cream Crackers Field Paquete ,5.10,295 g
Metro,Galletas Animalitos Vainilla Bolsa ,4.20,500 g
Metro,Galletas Animalitos Vainilla Bolsa ,1.50,150 g
Metro,Tallarin Molitalia N°42 ,2.70,500g
Metro,Pastina Tornillo Nicolini ,1.60,250g
Metro,Pastina Macarrón Sopa Molitalia Bolsa ,1.65,250 g
Metro,Fussilli de Verduras La Montanara Bolsa ,7.55,500 g
Metro,Pastina Fusilli Tricolor Molitalia Bolsa ,2.20,250 g
Metro,Pastina Corbata Nicolini ,1.60,250g
Metro,Pastina Codo Rayado Nicolini ,1.60,250g
Metro,Pastina Codo Chico Nicolini ,1.60,250g
Metro,Pastina Caracol Chico Don Vittorio ,2.15,250g
Metro,Pastina Canuto Chico Nicolini ,1.60,250g
Metro,Pastina Canuto Chico Molitalia Bolsa ,1.65,250 g
Metro,Pasta para Ensalada Tornillo Especial con Espinaca y Tomate Molitalia Bolsa ,2.25,250 g
Metro,Fideos Linguine Molitalia ,2.70,500g
Metro,Lomos de Atún Campomar en Aceite Lata ,6.30,170 gr
Metro,Trozos de Atún Campomar en Aceite Vegetal Lata ,5.60,170 g
Metro,Sólido de Caballa Campomar en Aceite Lata ,5.30,170 gr
Metro,Sopa de Pollo con Fideos Ajinomen Sobre ,1.60,80 g
Metro,Sopa de Oriental con Fideos Ajinomen Sobre ,1.60,80 g
Metro,Sopa de Gallina Criolla con Fideos Ajinomen Sobre ,1.60,80 g
Metro,Sopa de Carne con Fideos Ajinomen Sobre ,1.60,80 g
Metro,Cubo Sabor Gallina Maggi ,4.50,8un.
Metro,Caldo de Costilla Doña Gusta Caja ,1.59,6un
Metro,Caldo de Carne Doña Gusta Caja ,1.59,6un
Metro,Morón Americano Costeño Bolsa ,4.00,500 g
Metro,Frijol Castilla Costeño Bolsa ,4.90,500 g
Metro,Frijol Panamito Tesoro Del Campo Bolsa ,4.95,500 g
Metro,Frijol Canario Tesoro Del Campo Bolsa ,6.90,500 g
Metro,Arveja Verde Tesoro Del Campo Bolsa ,3.70,500 g
Metro,Trigo Mote Tesoro Del Campo Bolsa ,3.20,500 g
Metro,Arroz Superior Costeño Bolsa ,17.90,5 Kg
Metro,Arroz Extra Costeño Bolsa ,4.25,750 g
Metro,Aceite Vegetal Primor Corazón ,12.29,900ml
Metro,Aceite de Oliva El Olivar Extra Virgen ,25.90,500ml
Metro,Mostaza B&D ,3.20,200g
Metro,Aceite Vegetal Deleite Premium ,9.39,900ml
Metro,Harina Preparada Molitalia ,6.90,1kg
Metro,Mostaza AlaCena ,6.30,400g
Metro,Ketchup AlaCena ,4.70,200g
Metro,Fideo Fettuccini Don Vittorio ,3.50,450g
Metro,Fideo Linguini Don Vittorio ,3.50,450g
Metro,Pack x6 Galletas Rellenas Casino Sabor Pie de Limón 43g,4.10,Pack
Metro,Aceite de Coco Orgánico Cuisine & Co ,19.49,350ml
Metro,Ají Amarillo en Pasta Cuisine & Co ,6.90,200g
Metro,Ajo en Pasta Cuisine & Co ,6.90,200g
Metro,Maní Tostado Cuisine & Co ,4.20,100g
Metro,Palillo Molillo Cuisine & Co ,1.80,15g
Metro,Romero en Hojas Secas Cuisine & Co ,1.90,4g
Metro,Pimienta Negra Entera Cuisine & Co ,2.80,15g
Metro,Laurel en Hojas Secas Cuisine & Co ,1.60,3g
Metro,Orégano Molido Cuisine & Co ,2.20,8g
Metro,Hongo Seco Cuisine & Co ,2.90,10g
Metro,Aceite de Oliva El Olivar Extra Virgen Botella 1 L-litro + Botella 200 ml,40.00,Pack
Metro,Mayonesa Blanca Alpesa ,7.50,400g
Metro,Vinagre Tinto Cuisine & Co ,2.30,500ml
Metro,Pack x6 Galletas Saladas Horneadas Cuisine & Co Gustits 21g,2.70,Pack
Metro,Atún Desmenuzado Máxima ,3.40,170g
Metro,Gelatina Umsha Sabor Fresa ,3.30,120g
Metro,Sal de Maras para Cocina Cuisine & Co ,10.50,500g
Metro,Salsa Blanca Completa Don Vittorio ,7.90,390g
Metro,Gelatina Umsha Sabor Piña ,3.30,120g
Metro,Flan Umsha Sabor Vainilla ,2.10,90g
Metro,Pasas Morenas Vallealto ,7.90,250g
Metro,Ajo Molido Piki ,15.90,1kg
Metro,Hongos Secos con Laurel Toña ,3.39,13g
Metro,Salsa de Ají Amarillo Envasado ,16.20,550 g
Metro,Orégano Molido ,0.58,21 g
Metro,Comino ,1.00,24.3 g
Metro,Pimienta ,1.00,24.3 g
Metro,Tuco Sobre ,1.25,32.4 g
Metro,Galleta de Chocolate con Crema Oreo Paquete 216 g + Galleta de Soda Field Paquete 204 g,6.70,Pack
Metro,Trigo Mote Bolsa ,2.55,350 g
Metro,Frijol Canario Bolsa ,4.90,350 g
Metro,Arroz Superior Bolsa ,34.60,10 Kg
Metro,Galletas Sabor Vainilla Munición Bolsa ,5.29,450 g
Metro,Kétchup Cuisine & Co Frasco ,8.70,400 g
Metro,Pack x6 Galletas Rellenas Oreo Pastel de Cumpleaños 36g,4.10,Pack
Metro,Vinagre de Manzana Frasco ,9.90,500 ml
Metro,Chocolate Bitter con Maní Sublime Tableta  Caja 8 unid,19.90,40 g
Metro,Chocolate Relleno con Crema de Maní Princesa Barra  Caja 10 unid,14.90,30 g
Metro,Aceite de Oliva Cuisine & Co Botella ,29.90,1 Lt
Metro,Pepinillos Encurtidos Cuisine & Co Pote ,6.20,510 g
Metro,Leche Condensada Gloria Doypack 90 g,2.99,Pack
Metro,Almendras Cuisine&Co Pote ,6.80,100 g
Metro,Algarrobina Cuisine & Co Frasco ,15.49,480 g
Metro,Galleta de Chocolate con Crema Oreo Paquete 216 g + Galleta de Chocolate Doña Pepa Paquete 138 g,7.99,Pack
Metro,Tortillas de Maíz Picante Cuisine & Co Bolsa ,3.20,150 g
Metro,Canchita Andina Cuisine & Co Pote ,5.50,180 g
Metro,Pasta de Rocoto Cuisine & Co Doypack 85 g,3.10,Pack
Metro,Mixtura sin Sal Villa Natura Bolsa 250 g,13.80,Mix
Metro,Solido De Atún En Aceite De Girasol Cuisine&Co Lata ,5.40,170 g
Metro,Macaroni & Cheese Cuisine & Co Sabor Original Caja ,7.10,226g
Metro,Salsa Casera Molitalia ,2.50,190g
Metro,Caramelos de Menta sin Azúcar Spearmint Clorets Mints Lata ,5.00,22.5 g
Metro,Pasas Morenas Cuisine&Co Bolsa ,4.69,180 g
Metro,Pecanas Peladas Frutos y Snacks Seleccionados Cuisine & Co ,12.90,100g
Metro,Guindón Mediano Frutos y Snacks Seleccionados Cuisine & Co Bolsa ,7.90,180 gr
Metro,Salsa de Tomate Cuisine & Co Doypack 380 g,4.50,Pack
Metro,Salsa Tuco Cuisine & Co Doypack 380 g,4.79,Pack
Metro,Salsa De Culantro Con Espinaca Culantrito Sibarita Doypack 250 g,3.90,Pack
Metro,Papas Lays Clásicas Bolsa 160 g + Tortillas de Maíz Queso Atrevido Doritos Bolsa 210 g,12.90,Pack
Metro,Arroz Rompe Olla Superior Añejado ,3.39,750g
Metro,Galletas De Arroz Cuisine & Co Doypack 120 g,6.50,Pack
Metro,Galletas De Maíz Cuisine & Co Doypack 120 g,6.50,Pack
Metro,Palillo Sibarita Bolsa ,2.25,63 gr
Metro,Mayonesa Hellmann's Regular ,14.90,443ml
Metro,Tallarin Instantáneo Saltado Ajinomen Sobre ,2.15,100 g
Metro,Tallarín Rojo Instantáneo Ajinomen,2.15,1 unidad
Metro,Sopa Instantánea Sabor a Gallina Ajinomen Vaso ,3.40,51 g
Metro,Sillao Aji-No-Sillao Botella ,2.10,150 ml
Metro,Mix Peruano de Snacks Cuisine & Co 175g,7.60,Mix
Metro,Mix Tropical de Snacks Cuisine & Co 175g,6.10,Mix
Metro,Papas Fritas Tradicionales Cuisine & Co Bolsa ,6.90,180 gr
Metro,Chifles Corte Delgado Cuisine & Co Bolsa ,6.10,200 gr
Metro,Camote Frito Cuisine & Co Bolsa ,5.30,130 gr
Metro,Ajo Molido Sibarita Sobre ,2.99,100 g
Metro,Galleta Chokis Chispas Clásica Pack 6un,8.30,Pack
Metro,Cheetos Mega Queso Frito Lay ,6.90,200g
Metro,Galletas de Chocolate Rellenas con Crema Oreo Mini Bolsa ,1.40,40 g
Metro,Tortillas de Maíz Queso Atrevido Doritos ,7.50,210g
Metro,Combo Papas Lays Clásicas Bolsa 160 gr + Piqueo Snax Original Bolsa 200 gr,12.90,Pack
Metro,Pastina Canuto Chico Alianza ,1.90,250g
Metro,Pastina Canuto Alianza ,1.90,250g
Metro,Pastina Corbata Grande Don Vittorio ,2.15,250g
Metro,Arroz Rompe Olla Superior Añejado ,19.99,5kg
Metro,Ketchup Libbys Doypack 200 g,4.29,Pack
Metro,Maíz Pop Corn Valle Norte Bolsa ,5.29,500 g
Metro,Frijol Canario Valle Norte Bolsa ,7.99,500 g
Metro,Durazno En Mitades Arica Contenido ,9.70,820 g
Metro,Salsa Verde Completa Don Vittorio ,7.90,390g
Metro,Galletas de Arroz Dulce Sin Gluten Costeño Doypack 150 g,6.79,Pack
Metro,Aceite Vegetal Cocinero Botella ,63.50,5 Litros
Metro,Pack x6 Galleta Pícaras La Chips 42g,4.60,Pack
Metro,Arroz Integral Metro Bolsa ,3.95,750 g
Metro,Grated De Atun En Aceite Vegetal Florida Lata ,4.30,170 g
Metro,Filete de Atún Claro Campomar en Aceite Lata ,6.90,170 gr
Metro,Solido De Atún En Agua y Sal Metro Lata ,5.50,170 g
Metro,Puré de Papa Nicolini ,3.30,125g
Metro,Galletas Saladitas Integrales Cuisine & Co Pack 6un 46g,3.20,Pack
Metro,Trigo Mote Maxima Bolsa ,3.20,500 g
Metro,Maiz Pop Cron Maxima Bolsa ,3.30,500 g
Metro,Lentejon Maxima Bolsa ,4.60,500 g
Metro,Cabello de Ángel Lavaggi ,1.30,250g
Metro,Lomito De Atun Normal Florida Lata ,6.50,170 g
Metro,Aceite Vegetal Cocinero ,11.09,900ml
Metro,Maiz Pop Corn Paisana Bolsa ,4.19,500 g
Metro,Lentejas Paisana Bolsa ,5.49,500 g
Metro,Mezcla Blanca Flor Panqueque Casero ,8.90,720g
Metro,Sopa Fuchi Fu Provenzal ,3.30,55 g
Metro,Aceite Ajonjoli Olivos Del Sur ,11.10,100 ml
Metro,Canela Molida Badía Frasco ,9.20,56.7 g
Metro,Linguine Nro 77 Cuisine & Co Bolsa ,2.70,500 gr
Metro,Mix de Frutos Secos con Arándanos Granuts 200g,10.29,Mix
Metro,ABLANDADOR CARNE X ,3.20,4UND
Metro,Laurel Sibarita ,2.20,5 g
Metro,Comino Molido Badía Frasco ,9.30,2 Onzas
Metro,PIMIENTA NEGRA,9.80,1 unidad
Metro,Sillau Lam Botella ,3.70,500 ml
Metro,Sillau #06 Kikko Botella ,3.50,350 ml
Metro,Manjarblanco Bazo Velarde ,4.20,200g
Metro,Dulce de Leche El Manjar Nestlé Bolsa ,4.90,200 g
Metro,Maizena Universal Bolsa ,3.30,180 g
Metro,Polvo para Hornear Royal Sobre ,1.20,20 g
Metro,Pre Pizza Unión Bolsa ,7.00,270 g
Metro,Chocolate KitKat Tableta ,3.80,41.5 g
Metro,Cocktail de Frutas Aconcagua En Almíbar Lata ,12.90,822 g
Metro,Cubito Sabor Carne Maggi ,5.50,25un.
Metro,Chicle sin Azúcar Tutti Frutti Trident ,3.20,18un
Metro,Popcorn Microondas Tripack Act II Lover,11.90,Pack
Metro,Leche Condensada Gloria Doy Pack 200 g,4.40,Pack
Metro,Crema Instantánea Maggi Sabor Espárragos ,3.90,65g
Metro,Pasas Morenas Vallealto ,5.00,150g
Metro,Galletas con Quinua y Frutos Rojos Incasur Caja  Bolsa 30 gr,6.80,6 unid
Metro,Premezcla de Keke Casero Blanca Flor Sabor Vainilla ,11.49,800g
Metro,Premezcla de Torta Blanca Flor Sabor Chocolate ,11.49,800g
Metro,Mazamorra Diet Universal Morada Caja ,3.40,150 g
Metro,Flan Universal Vainilla Caja ,4.40,150 g
Metro,Gelatina Universal de Naranja Sobre ,3.55,150 g
Metro,Gelatina Universal de Limón Sobre ,3.55,150 g
Metro,Gelatina en Polvo Sabor a Piña Royal Sobre ,3.59,160 g
Metro,Gelatina en Polvo Sabor a Naranja Royal Sobre ,3.59,160 g
Metro,Gelatina en Polvo Sabor a Cereza Royal Sobre ,3.59,160 g
Metro,Gelatina Diet Universal Naranja Caja ,3.19,19 g
Metro,Gelatina Sabor Limón Diet Universal ,3.19,19g
Metro,Mezcla para Apanar Ajinomix Ajinomoto Apanado Sobre ,2.20,96 g
Metro,Mezcla para Apanar Maggi Apanado ,3.50,80g
Metro,Orégano Entero Sibarita Sobre ,1.99,9 g
Metro,Vinagre Tinto Venturo Botella Plástica ,4.89,600 ml
Metro,Tuco Sibarita Pack 6 Unid x 9.30 g,4.49,Pack
Metro,Sazonador Sibarita Frasco ,5.20,80 g
Metro,Sazonador Ajinomoto Sobre ,2.80,100 g
Metro,Sazonador Ajinomix para Chifa Ajinomoto Pack 4 Unid x 12 g,2.20,Pack
Metro,Crema de Ají y Queso AlaCena Huancaína ,12.70,400g
Metro,Crema de Rocoto AlaCena Uchucuta ,12.70,400g
Metro,Mayonesa AlaCena ,8.70,190g
Metro,Mayonesa AlaCena ,5.30,95g
Metro,Hongos con Laurel Sibarita Sobre ,2.49,10 g
Metro,Clavo de Olor Entero Badia Sobre ,4.19,0.25 Onzas
Metro,Ajo Molido Piki ,9.20,350g
Metro,Ají Especial Panquita Sin Picante Sibarita Pack 3 Unid x 31.2 g,3.20,Pack
Metro,Tor-Tees Clásico ,5.00,138g
Metro,Papas al Hilo Lays ,5.90,155g
Metro,Maní Natural Karinto ,3.10,100g
Metro,Habas Saladas Karinto Bolsa ,3.10,70 gr
Metro,Wafers Nik Costa Fresa Pack 6un,3.50,Pack
Metro,Wafers Nik Costa Chocolate Pack 6un,3.50,Pack
Metro,Pack x6 Galletas Rellenas Oreo Sabor Chocolate 36g,4.10,Pack
Metro,Sixpack Galletas Chomp Chocolate 42g,5.40,Pack
Metro,Sixpack Galletas Tentación Sabor Chocolate 47g,4.10,Pack
Metro,Sixpack Galletas Tentación Sabor Naranja 47g,4.10,Pack
Metro,Sixpack Galletas Tentación Sabor Coco 47g,4.10,Pack
Metro,Sixpack Galletas Casino Menta 47g,4.10,Pack
Metro,Sixpack Galletas Casino Fresa 47g,4.10,Pack
Metro,Galletas Gran Cereal Costa Chocolate Pack 6 Unid x 40 g,4.00,Pack
Metro,Galletas Cubiertas con Chocolate Travesuras Field Bolsa ,1.40,50 g
Metro,Galletas Vainiya Costa Pack 6 Unid x 32 g,3.20,Pack
Metro,Galletas con Chispas de Chocolate Mini Chips Ahoy Bolsa ,1.70,50 g
Metro,Galletas Soda San Jorge Paquete ,1.40,75 g
Metro,Chocolate Relleno con Toffe Helena Peccanroll Caja ,11.63,100 g
Metro,Beso de Moza Clásico ,10.40,9un
Metro,Marshmallow con Cobertura Sabor Chocolate Olé Olé ,7.60,50un
Metro,Pastina Tornillo Don Vittorio ,2.15,250g
Metro,Pastina Tornillo Chico Molitalia Bolsa ,1.65,250 g
Metro,Pastina Rigatoni Nicolini ,1.60,250g
Metro,Pastina Letras y Números Don Vittorio ,2.15,250g
Metro,Pastina Corbata Chica Nicolini ,1.60,250g
Metro,Pastina Codo Rayado Don Vittorio ,2.15,250g
Metro,Pastina Codo Chico Don Vittorio ,2.15,250g
Metro,Pastina Canuto Chico Don Vittorio ,2.15,250g
Metro,Fetuccini Extra Huevo La Montanara Bolsa ,7.55,500 g
Metro,Sopa Ramen Maruchan Sabor Pollo ,2.99,85g
Metro,Cubo Sabor Carne Maggi ,4.50,8un
Metro,Frijol Negro Costeño Bolsa ,6.80,500 g
Metro,Frijol Red Kidney Costeño Bolsa ,6.59,500 g
Metro,Lenteja Tesoro Del Campo Bolsa ,5.00,500 g
Metro,Papa Seca Tesoro Del Campo Bolsa ,5.20,500 g
Metro,Maíz Pop Corn Tesoro Del Campo Bolsa ,4.40,500 g
Metro,Arroz Gran Reserva Extra Valle Norte Bolsa ,3.89,750 g
Metro,Arroz Integral Molino Rojo Bolsa ,4.90,1 Kg
Metro,Aceite Sabor Original Pam Spray ,21.09,6 Onzas
Metro,Aceite de Oliva Filippo Berio Extra Virgen Botella ,24.90,500 ml
Metro,Aceite de Oliva Filippo Berio Extra Virgen Botella ,45.90,1 L
Metro,Arroz Añejo Superior Valle Norte ,18.90,5kg
Metro,Pasta de Tomate B & D ,3.40,200g
Metro,Kétchup B&D ,3.20,200g
Metro,Papa Al Hilo Villa Natura ,7.70,250g
Metro,Turrón San José ,14.32,500g
Metro,Turrón San José ,27.12,1kg
Metro,Concentrado de Espinaca y Albahaca Pomarola ,4.70,170g
Metro,Pack x6 Galleta con Quinua y Chispas de Chocolate Inca Sur 30g,6.80,Pack
Metro,Fideo Tallarín Delgado Nicolini ,3.15,450g
Metro,Fideo Linguini Grosso Don Vittorio ,3.50,450g
Metro,Palitos Sabor a Queso Cheese Tris ,4.99,140g
Metro,Curry Hindú en Polvo Cuisine & Co ,1.99,6g
Metro,Canela China en Polvo Cuisine & Co ,1.90,10g
Metro,Páprika en Polvo Cuisine & Co ,2.20,15g
Metro,Ají Panca Cuisine & Co ,1.99,10g
Metro,Chifles Salados Tiyapuy ,5.99,160g
Metro,Papas Nativas Amarillas Picantes Tiyapuy ,7.50,160g
Metro,Canela Molina Cuisine & Co Frasco ,8.90,55g
Metro,Páprika en Polvo Cuisine & Co Frasco ,7.90,55g
Metro,Comino Molido Cuisine & Co Frasco ,7.90,50g
Metro,Algarrobina Dulce Panalza ,10.90,350g
Metro,Harina de Arroz Costeño ,6.59,1 g
Metro,Galletas Tentación Sabor Caramelo & Canela ,4.10,45g
Metro,Vinagreta AlaCena Pollera ,3.00,85g
Metro,Salsa Blanca Completa Don Vittorio ,4.50,190g
Metro,Gelatina Umsha Sabor Naranja ,3.30,120g
Metro,Gelatina Umsha Diet Sabor Naranja ,3.50,19g
Metro,Gelatina Umsha Diet Sabor Piña ,3.50,19g
Metro,Gelatina Umsha Diet Sabor Fresa ,3.50,19g
Metro,"WAFFER NIK COSTA SIX PACK , CHOCOAVELLAN",3.50,1 unidad
Metro,Pudín Umsha Sabor Chocolate ,2.40,100g
Metro,Mezcla para Panqueques Waffles y Crepes Cuisine & Co ,12.90,720g
Metro,Ají Amarillo Molido Piki ,15.90,1kg
Metro,Salsa Tipo Mayonesa Walibí ,4.96,200g
Metro,Orégano en Hojas Toña ,3.09,12g
Metro,Comino Molido Toña ,3.59,18g
Metro,Ajo en Polvo Toña ,9.99,50g
Metro,Canela Molida Toña ,9.70,50g
Metro,Salsa de Ají Panca Envasado ,14.20,550 g
Metro,Vinagre Tinto Sibarita Botella ,1.89,500 ml
Metro,Salsa Culantrito con Espinaca Sobre ,3.10,93.6 g
Metro,Sazonador Palillo Amarillito Sobre ,1.05,32.4 g
Metro,Canela Entera X ,3.70,8 Grs Toña
Metro,Galletas Dulces Bolsa ,3.50,90 g
Metro,Chifles Salados Crickets ,18.50,500g
Metro,Galletas Saladas Ducales ,5.50,294g
Metro,Garbanzos Bolsa ,6.49,500 g
Metro,Lenteja Bolsa ,4.70,350 g
Metro,Aceite de Oliva Extra Virgen Botella ,15.69,250 ml
Metro,Papas Fritas Sabor a Crema y Cebolla Bolsa ,6.99,140 g
Metro,Puré de Manzana Cuisine&Co Frasco ,5.10,850 g
Metro,Pudín Sabor a Vainilla en Polvo Bolsa ,3.20,110 g
Metro,Galleta de Agua Nubbe Agua San Jorge Paquete  Caja 20 unid,8.20,14 g
Metro,Mostaza Cuisine & Co Frasco ,6.90,370 g
Metro,Conserva Piña Golden en Agua de Coco Lata ,6.80,425 g
Metro,Mayonesa Light Hellmann's Frasco ,14.90,154 oz
Metro,Marshmallow con Cobertura Sabor Chocolate Olé Olé ,1.50,7un.
Metro,Chicle Sabor Sandía / Mora Azul Trident Paquete 5 unid Pack 4 unid,5.00,Pack
Metro,Premezcla Keke Sabor Vainilla Cuisine & Co Bolsa ,9.80,800 g
Metro,Sirope Sabor Maple Cuisine & Co Frasco ,10.90,480 g
Metro,Mostaza B&D Frasco 425 g + Kétchup B&D Frasco 425 g,10.70,Pack
Metro,Aceite de Oliva Cuisine & Co Botella ,10.90,250 ml
Metro,Aceite de Oliva Cuisine & Co Botella ,17.90,500 ml
Metro,Chicle Sin Azúcar Sabor Menta Trident Caja ,3.20,18 unid
Metro,Maiz Cuzco Frito y Salado Cuisine&Co Bolsa ,4.50,100 g
Metro,Habas Fritas Cuisine&Co Bolsa ,5.40,100 g
Metro,Pasas Morenas Cuisine&Co Pote ,6.10,250 g
Metro,Mix de Nueces y Frutas Cuisine&Co Pote 200 g,7.68,Mix
Metro,Dulce de Leche Gloria Doypack 200 g,3.80,Pack
Metro,Cancha Chulpi Salada Cuisine & Co Bolsa ,2.70,100 g
Metro,Tortillas de Maíz Clásica Cuisine & Co Bolsa ,1.80,65 g
Metro,Sólido de Atún en Agua y Sal Cuisine & Co Lata ,5.40,170 g
Metro,Chifles Norteños Cuisine & Co Pote ,5.50,100 g
Metro,Canchita con Chifles Cuisine & Co Pote ,6.90,180 g
Metro,Canchita Serrana Cuisine & Co Pote ,6.90,180 g
Metro,Crema de Ají Criollo Cuisine & Co Doypack 85 g,4.69,Pack
Metro,Galletas Sabor Lúcuma Morochas Bolsa 30 g Pack 6 unid,5.10,Pack
Metro,Cocktail de Frutos Secos Premium Villa Natura Bolsa ,17.90,250 g
Metro,Cancha Chulpi Villa Natura Bolsa ,5.99,150 g
Metro,Cocktail de Frutos Secos Premium Villa Natura Bolsa ,10.90,150 g
Metro,Almendras Deshidratadas Villa Natura Bolsa ,8.90,80 g
Metro,Gelatina sin Sabor para Repostería Universal Sobre  Caja 4 unid,5.30,7.5 g
Metro,Cocktail de Nueces Original Vallealto ,7.90,150g
Metro,Trail Mix Frutos y Snacks Seleccionados Cuisine & Co Bolsa ,7.92,150 gr
Metro,Nueces Peladas Cuisine & Co Bolsa ,9.90,100 gr
Metro,Guindón Sin Pepa Frutos y Snacks Seleccionados Cuisine & Co Bolsa ,9.70,180 gr
Metro,Almendras Naturales Frutos y Snacks Seleccionados Cuisine & Co Bolsa ,7.80,100 gr
Metro,Galletas Danesas Primavera Rosa Lata ,12.90,454 g
Metro,Galletas de Maíz Horneadas con Granos y Semillas Sin Gluten Salmas Sanissimo Caja ,10.90,126 g
Metro,Crema de Ají Cuisine & Co Doypack 380 g,8.10,Pack
Metro,Galleta Con Quinua Sin Gluten Vallesano Caja ,11.49,180 g
Metro,Arroz Extra Natural Gran Chalan Bolsa ,3.29,750 gr
Metro,Arroz Superior Natural Gran Chalan Bolsa ,18.10,5 kg
Metro,Arroz Superior Natural Gran Chalan Bolsa ,3.09,750 gr
Metro,Harina Preparada Grano de Oro Paquete ,5.90,1 kg
Metro,Papas Fritas Crujientes Sabor Jalapeño Inka Chips ,7.50,142g
Metro,Galletas Sabor Naranja Morochas Pack 6 unid 30 gr,5.10,Pack
Metro,"Galleta con Avena, Manzana y Canela Quaker Pack 6 unid",8.70,Pack
Metro,Chocolate Milky La Iberica Con 25% Pecanas y Pasas y 38% Cacao Tableta ,16.50,100 g
Metro,Aceite de Oliva Extra Virgen Cuisine & Co Botella ,22.90,500 ml
Metro,Papas Lays Clásicas ,2.60,32g
Metro,Chocolate Bitter con Maní 41% Cacao Sublime ,2.50,38g
Metro,Chocolate con Leche Sublime Sonrisa ,2.20,38g
Metro,Sillao Tito Botella ,3.60,500 ml
